dataset,processed_input,reference,max_new_tokens,stop_sequence,extraction_method,evaluation_metric,id
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
The largest Hindu temple complex ever constructed is found in
Options:
A. Calcutta.
B. Bombay.
C. Cambodia.
D. Bali.
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_133
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A victim was leaving his favorite local watering hole and contemplating a late night cheeseburger when he tripped over his own feet and fell on the sidewalk. A few moments later, the victim got up in a daze and stepped into the street, where he was struck by a car driven by the defendant, who was speeding, in violation of a regulation of state law. The victim died in the hospital two hours later. Which of the following is the most serious crime for which the defendant should be found guilty?
Options:
A. Speeding.
B. Involuntary manslaughter.
C. Voluntary manslaughter.
D. Murder.
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_134
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
 Dershowitz discusses the hypothetical case where the hijacked planes of 9/11 must be shot down to argue that important decisions like these
Options:
A. often have to be made quickly and without immediate authorization.
B. should be made with visibility and accountability by the highest-level officials.
C. have no objective answer.
D. none of the above
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_135
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
What is an act jure imperii?
Options:
A. An act is jure imperii when undertaken by an international organisation
B. An act is jure imperii when undertaken in an official State capacity
C. All acts undertaken by State officials are acts jure imperii
D. An act is jure imperii when undertaken by a State corporation
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_136
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Dari Inc. guaranteed the debt of a related party. In December Dari learned that it is probable it will be required to pay between $150000 and $200000 within the next six months in satisfaction of its guarantee but no amount within that range is more likely. What amount of contingent liability should Dari accrue in its December 31 balance sheet?
Options:
A. $200,000
B. $175,000
C. $150,000
D. 0
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_137
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of these animals lays eggs?
Options:
A. cow
B. gerbil
C. frog
D. elephant
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_138
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Lucy is counting by 2s. She starts with the number 2 and stops at the number 50. Which number would Lucy not count?
Options:
A. 11
B. 22
C. 34
D. 48
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_139
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
What is the least perfect square with 3 different prime factors?
Options:
A. 300
B. 9
C. 900
D. 666
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_140
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A baseball team sold 215 youth tickets for $3 ea
Options:
A. (215 × 3) – (467 × 7)
B. (215 × 7) – (467 × 3)
C. (467 × 3) – (215 × 7)
D. (467 × 7) – (215 × 3)
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_141
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
What is the main contrast between the short-run and long-run Phillips curve?
Options:
A. In the short run there is a positive relationship between inflation and unemployment and in the long run the relationship is negative.
B. In the short run there is a positive relationship between inflation and unemployment and in the long run the relationship is constant.
C. In the short run there is a negative relationship between inflation and unemployment and in the long run the relationship is positive.
D. In the short run there is a negative relationship between inflation and unemployment and in the long run the relationship is constant.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_142
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A 40-year-old woman comes to the physician because of a 6-month history of increased facial hair growth. Her last menstrual period was 4 months ago. She is 165 cm (5 ft 5 in) tall and weighs 70 kg (154 lb); BMI is 26 kg/m2 . Her pulse is 80/min, and blood pressure is 130/82 mm Hg. Physical examination shows temporal balding and coarse dark hair on the upper lip and chin. Pelvic examination shows clitoral enlargement. Her serum testosterone concentration is increased. Serum concentrations of androstenedione, dehydroepiandrosterone, and urinary 17-ketosteroids are within the reference ranges. Ultrasonography of the pelvis shows a 12-cm ovarian mass. Which of the following best describes this mass?
Options:
A. Granulosa tumor
B. Ovarian carcinoid
C. Sertoli-Leydig tumor
D. Teratoma
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_143
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I used shampoo to clean the dishes. Scenario 2 | I knew my hard-working husband loved sports, so I turned on the ballgame when we sat down to watch TV.
Options:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_144
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I put my son in online classes because the local public school wasn't high-quality. Scenario 2 | I tried to assist a dementia patient at a nursing home.
Options:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_145
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which statement is true?
Options:
A. If f(x) is continuous at x = c, then f′(c) exists.
B. If f′(c) = 0, then f has a local maximum or minimum at (c, f (c)).
C. If f′′(c) = 0, then the graph of f has an inflection point at (c, f (c)).
D. If f is differentiable at x = c, then f is continuous at x = c.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_146
